"OldName","NewName","Title","Type"
"Приказ Минфина России от 08_10_2024 N 149н  О признании утра.xml","prikaz-minfina-rossii-ot-08-10-2024-n-149n-o-priznanii-utrativshimi-silu-prikaza-ministerstva-finansov-rossiiskoi-federatsii-ot-4-iyuny--4949c2aa.xml","Приказ Минфина России от 08.10.2024 N 149н ""О признании утратившими силу приказа Министерства финансов Российской Федерации от 4 июня 2018 г. N 126н ""Об условиях допуска товаров, происходящих из иностранного государства или группы иностранных государств, для целей осуществления закупок товаров для обеспечения государственных и муниципальных нужд"" и внесенных в него изменений"" (Зарегистрировано в Минюсте России 22.11.2024 N 80288)","order"
"Приказ Минфина России от 16_06_2025 N 74н  Об утверждении По.xml","prikaz-minfina-rossii-ot-16-06-2025-n-74n-ob-utverzhdenii-poryadka-prisvoeniya-primeneniya-a-takzhe-izmeneniya-identifikatsionnykh-kodo--66248b2b.xml","Приказ Минфина России от 16.06.2025 N 74н ""Об утверждении Порядка присвоения, применения, а также изменения идентификационных кодов гарантов и Порядка присвоения, применения, а также изменения идентификационных кодов заказчиков"" (Зарегистрировано в Минюсте России 19.11.2025 N 84215)","order"
"Приказ Минфина России от 25_03_2011 N 33н (ред_ от 04_08_202.xml","prikaz-minfina-rossii-ot-25-03-2011-n-33n-red-ot-04-08-2025-ob-utverzhdenii-instruktsii-o-poryadke-sostavleniya-predstavleniya-godovoi--e80bb7fe.xml","Приказ Минфина России от 25.03.2011 N 33н (ред. от 04.08.2025) ""Об утверждении Инструкции о порядке составления, представления годовой, квартальной бухгалтерской отчетности государственных (муниципальных) бюджетных и автономных учреждений"" (Зарегистрировано в Минюсте России 22.04.2011 N 20558)","order"
"Приказ Минфина России от 31_12_2016 N 256н (ред_ от 13_09_20.xml","prikaz-minfina-rossii-ot-31-12-2016-n-256n-red-ot-13-09-2023-ob-utverzhdenii-federalnogo-standarta-bukhgalterskogo-ucheta-dlya-organiza--4ee50d67.xml","Приказ Минфина России от 31.12.2016 N 256н (ред. от 13.09.2023) ""Об утверждении федерального стандарта бухгалтерского учета для организаций государственного сектора ""Концептуальные основы бухгалтерского учета и отчетности организаций государственного сектора"" (Зарегистрировано в Минюсте России 27.04.2017 N 46517)","order"
"Приказ Минэкономразвития России от 04_06_2010 N 229 (ред_ от.xml","prikaz-minekonomrazvitiya-rossii-ot-04-06-2010-n-229-red-ot-09-06-2016-o-trebovaniyakh-energeticheskoi-effektivnosti-tovarov-ispolzuemy--f8324528.xml","Приказ Минэкономразвития России от 04.06.2010 N 229 (ред. от 09.06.2016) ""О требованиях энергетической эффективности товаров, используемых для создания элементов конструкций зданий, строений, сооружений, в том числе инженерных систем ресурсоснабжения, влияющих на энергетическую эффективность зданий, строений, сооружений"" (Зарегистрировано в Минюсте России 24.06.2010 N 17626)","order"
"Приказ Минэкономразвития России от 22_03_2021 N 131 (ред_ от.xml","prikaz-minekonomrazvitiya-rossii-ot-22-03-2021-n-131-red-ot-17-02-2023-o-trebovaniyakh-energeticheskoi-effektivnosti-v-otnoshenii-tovar--98a2b7b2.xml","Приказ Минэкономразвития России от 22.03.2021 N 131 (ред. от 17.02.2023) ""О требованиях энергетической эффективности в отношении товаров, указанных в приложении к Правилам установления требований энергетической эффективности товаров, работ, услуг при осуществлении закупок для обеспечения государственных и муниципальных нужд, утвержденным постановлением Правительства Российской Федерации от 31 декабря 2009 г. N 1221"" (Зарегистрировано в Минюсте России 20.05.2021 N 63533)","order"
"Приказ Росгвардии от 15_02_2021 N 45  Об утверждении Порядка.xml","prikaz-rosgvardii-ot-15-02-2021-n-45-ob-utverzhdenii-poryadka-opredeleniya-nachalnoi-maksimalnoi-tseny-kontrakta-tseny-kontrakta-zaklyu--f9493f06.xml","Приказ Росгвардии от 15.02.2021 N 45 ""Об утверждении Порядка определения начальной (максимальной) цены контракта, цены контракта, заключаемого с единственным поставщиком (подрядчиком, исполнителем), начальной цены единицы товара, работы, услуги при осуществлении закупок охранных услуг"" (Зарегистрировано в Минюсте России 28.04.2021 N 63259)","order"
"Приказ Росфинмониторинга от 13_05_2026 N 94  Об утверждении.xml","prikaz-rosfinmonitoringa-ot-13-05-2026-n-94-ob-utverzhdenii-trebovanii-k-zakupaemym-federalnoi-sluzhboi-po-finansovomu-monitoringu-i-ee--44d19fed.xml","Приказ Росфинмониторинга от 13.05.2026 N 94 ""Об утверждении требований к закупаемым Федеральной службой по финансовому мониторингу и ее территориальными органами отдельным видам товаров, работ, услуг (в том числе предельных цен товаров, работ, услуг)","order"
"Приказ ФАС России от 15_01_2026 N 16 26  Об утверждении треб.xml","prikaz-fas-rossii-ot-15-01-2026-n-16-26-ob-utverzhdenii-trebovanii-k-zakupaemym-federalnoi-antimonopolnoi-sluzhboi-ee-territorialnymi-o--0264c0ac.xml","Приказ ФАС России от 15.01.2026 N 16/26 ""Об утверждении требований к закупаемым Федеральной антимонопольной службой, ее территориальными органами и подведомственными ей учреждениями отдельным видам товаров, работ, услуг (в том числе предельных цен товаров, работ, услуг)","order"
"Приказ ФАС России от 20_01_2026 N 32 26  Об утверждении Поря.xml","prikaz-fas-rossii-ot-20-01-2026-n-32-26-ob-utverzhdenii-poryadka-deistvii-fas-rossii-i-ee-territorialnykh-organov-v-sluchae-vyyavleniya--10fb2bf1.xml","Приказ ФАС России от 20.01.2026 N 32/26 ""Об утверждении Порядка действий ФАС России и ее территориальных органов в случае выявления нарушений законодательства Российской Федерации о контрактной системе в сфере закупок товаров, работ, услуг для государственных и муниципальных нужд, о закупках товаров, работ, услуг отдельными видами юридических лиц","order"
"Приказ ФАС России от 25_05_2012 N 339 (ред_ от 16_02_2016).xml","prikaz-fas-rossii-ot-25-05-2012-n-339-red-ot-16-02-2016-ob-utverzhdenii-administrativnogo-reglamenta-federalnoi-antimonopolnoi-sluzhby--26bd283c.xml","Приказ ФАС России от 25.05.2012 N 339 (ред. от 16.02.2016) ""Об утверждении административного регламента Федеральной антимонопольной службы по исполнению государственной функции по возбуждению и рассмотрению дел о нарушениях антимонопольного законодательства Российской Федерации"" (Зарегистрировано в Минюсте России 07.08.2012 N 25125)","order"
"Приказ ФСБ России от 08_04_2026 N 136  Об утверждении Перечн.xml","prikaz-fsb-rossii-ot-08-04-2026-n-136-ob-utverzhdenii-perechnya-dokumentov-predstavlyaemykh-v-federalnuyu-sluzhbu-bezopasnosti-rossiisk--9a634157.xml","Приказ ФСБ России от 08.04.2026 N 136 ""Об утверждении Перечня документов, представляемых в Федеральную службу безопасности Российской Федерации в составе обосновывающих документов при представлении предложений о цене (прогнозной цене) продукции, поставляемой по государственному оборонному заказу, в соответствии с подпунктом ""м"" пункта 37 Положения о государственном регулировании цен на продукцию, поставляемую по государственному оборонному заказу, утвержденного постановлением Правительства Российской Федера","order"
"Приказ ФСТЭК России от 24_04_2026 N 120  Об утверждении Треб.xml","prikaz-fstek-rossii-ot-24-04-2026-n-120-ob-utverzhdenii-trebovanii-k-zakupaemym-fstek-rossii-ee-territorialnymi-organami-i-podvedomstve--57826070.xml","Приказ ФСТЭК России от 24.04.2026 N 120 ""Об утверждении Требований к закупаемым ФСТЭК России, ее территориальными органами и подведомственными ей организациями отдельным видам товаров, работ, услуг","order"
"Приказ ФТС России от 16_03_2026 N 204  Об осуществлении Феде.xml","prikaz-fts-rossii-ot-16-03-2026-n-204-ob-osushchestvlenii-federalnoi-tamozhennoi-sluzhboi-ee-territorialnymi-organami-i-uchrezhdeniyami--c8eace7c.xml","Приказ ФТС России от 16.03.2026 N 204 ""Об осуществлении Федеральной таможенной службой, ее территориальными органами и учреждениями, находящимися в ведении ФТС России, полномочий заказчика"" (Зарегистрировано в Минюсте России 21.04.2026 N 86141)","order"
"Распоряжение Правительства РФ от 08_12_2021 N 3500-р (ред_ о.xml","rasporyazhenie-pravitelstva-rf-ot-08-12-2021-n-3500-r-red-ot-12-05-2023-ob-utverzhdenii-perechnei-tovarov-rabot-uslug-pri-osushchestvle--92d539ef.xml","Распоряжение Правительства РФ от 08.12.2021 N 3500-р (ред. от 12.05.2023) <Об утверждении перечней товаров, работ, услуг, при осуществлении закупок которых предоставляются преимущества участникам закупки, являющимися учреждением или предприятием уголовно-исполнительной системы, организацией инвалидов в соответствии со статьями 28 и 29 Федерального закона ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"">","directive"
"Распоряжение Правительства РФ от 16_01_2018 N 21-р (ред_ от.xml","rasporyazhenie-pravitelstva-rf-ot-16-01-2018-n-21-r-red-ot-27-03-2020-ob-utverzhdenii-perechnya-tovarov-i-uslug-v-otnoshenii-kotorykh-p--0db4e799.xml","Распоряжение Правительства РФ от 16.01.2018 N 21-р (ред. от 27.03.2020) <Об утверждении перечня товаров и услуг, в отношении которых при заключении договоров (государственных контрактов) о поставке товаров (оказании услуг) получателями средств федерального бюджета не предусматриваются авансовые платежи>","directive"
"Распоряжение Правительства РФ от 16_08_2025 N 2227-р  Об утв.xml","rasporyazhenie-pravitelstva-rf-ot-16-08-2025-n-2227-r-ob-utverzhdenii-perechnya-istochnikov-informatsii-ispolzuemykh-dlya-tselei-oprede--b5a84d6d.xml","Распоряжение Правительства РФ от 16.08.2025 N 2227-р <Об утверждении перечня источников информации, используемых для целей определения начальной (максимальной) цены контракта, цены контракта, заключаемого с единственным поставщиком (подрядчиком, исполнителем), на поставку технических средств реабилитации и оказание услуг, предоставляемых инвалиду, а также на поставку технических средств реабилитации, выполнение работ по изготовлению протезов, протезно-ортопедических изделий, ортезов и оказание услуг по их р","directive"
"Распоряжение Правительства РФ от 18_12_2025 N 3867-р  Об утв.xml","rasporyazhenie-pravitelstva-rf-ot-18-12-2025-n-3867-r-ob-utverzhdenii-perechnya-zhiznenno-neobkhodimykh-i-vazhneishikh-lekarstvennykh-p--7259f6f6.xml","Распоряжение Правительства РФ от 18.12.2025 N 3867-р <Об утверждении перечня жизненно необходимых и важнейших лекарственных препаратов, а также перечней лекарственных препаратов для медицинского применения и минимального ассортимента лекарственных препаратов, необходимых для оказания медицинской помощи>","directive"
"Распоряжение Правительства РФ от 21_03_2016 N 471-р (ред_ от.xml","rasporyazhenie-pravitelstva-rf-ot-21-03-2016-n-471-r-red-ot-31-10-2022-o-perechne-tovarov-rabot-uslug-v-sluchae-osushchestvleniya-zakup--e127e64d.xml","Распоряжение Правительства РФ от 21.03.2016 N 471-р (ред. от 31.10.2022) <О перечне товаров, работ, услуг, в случае осуществления закупок которых заказчик обязан проводить аукцион в электронной форме (электронный аукцион)>","directive"
"Распоряжение Правительства РФ от 28_04_2018 N 824-р (ред_ от.xml","rasporyazhenie-pravitelstva-rf-ot-28-04-2018-n-824-r-red-ot-16-01-2025-o-sozdanii-edinogo-agregatora-torgovli--a95736a6.xml","Распоряжение Правительства РФ от 28.04.2018 N 824-р (ред. от 16.01.2025) <О создании единого агрегатора торговли>","directive"
"Распоряжение Правительства РФ от 29_09_2025 N 2710-р (ред_ о.xml","rasporyazhenie-pravitelstva-rf-ot-29-09-2025-n-2710-r-red-ot-13-03-2026-o-provedenii-na-territorii-rossiiskoi-federatsii-eksperimenta-p--790b9408.xml","Распоряжение Правительства РФ от 29.09.2025 N 2710-р (ред. от 13.03.2026) <О проведении на территории Российской Федерации эксперимента по ведению каталога, содержащего описание введенных в гражданский оборот товаров конкретного товарного знака, и (или) марки, и (или) модели, созданного для целей осуществления закупок товаров, работ, услуг в соответствии с пунктами 4 и 5 части 1 статьи 93 Федерального закона ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниц","directive"
"Регламент функционирования единого агрегатора торговли (Ред.xml","reglament-funktsionirovaniya-edinogo-agregatora-torgovli-redaktsiya-n-20-utv-prikazom-ao-edinyi-agregator-torgovli-ot-28-01-2026-n-3-vm--334e8a67.xml","Регламент функционирования единого агрегатора торговли (Редакция N 20)"" (утв. приказом АО ""Единый агрегатор торговли"" от 28.01.2026 N 3) (вместе с ""Рекомендуемыми требованиями к автоматизированному рабочему месту"", ""Порядком работы пользователей ЕАТ для участия в эксперименте по ведению каталога, содержащего описание введенных в гражданский оборот товаров конкретного товарного знака, и (или) марки, и (или) модели, созданного для целей осуществления закупок товаров, работ, услуг в соответствии с пунктами 4","legal-document"
"Решение Кемеровского УФАС России от 07_05_2026 по делу N 042.xml","reshenie-kemerovskogo-ufas-rossii-ot-07-05-2026-po-delu-n-042-06-105-760-2026-sut-zhaloby-1-tekhnicheskim-kharakteristikam-tovara-ne-so--413c2013.xml","Решение Кемеровского УФАС России от 07.05.2026 по делу N 042/06/105-760/2026 Суть жалобы: 1) Техническим характеристикам товара не соответствует ни одно оборудование российского производства из реестра РЭП; 2) Заказчик не применил Постановление Правительства РФ от 16.11.2015 N 1236. Решение: Жалоба признана необоснованной, так как: 1) техническим характеристикам, установленным в описании объекта закупки, соответствуют товары не менее двух производителей, данные требования не ограничивают количество участник","court-or-authority-decision"
"Решение Совета Евразийской экономической комиссии от 14_09_2.xml","reshenie-soveta-evraziiskoi-ekonomicheskoi-komissii-ot-14-09-2021-n-80-red-ot-01-07-2026-ob-utverzhdenii-edinoi-tovarnoi-nomenklatury-v--1e5dc26f.xml","Решение Совета Евразийской экономической комиссии от 14.09.2021 N 80 (ред. от 01.07.2026) ""Об утверждении единой Товарной номенклатуры внешнеэкономической деятельности Евразийского экономического союза и Единого таможенного тарифа Евразийского экономического союза, а также об изменении и признании утратившими силу некоторых решений Совета Евразийской экономической комиссии","authority-decision"
"Решение ФАС России от 16_06_2026 N 005 06 105-804 2026 Обсто.xml","reshenie-fas-rossii-ot-16-06-2026-n-005-06-105-804-2026-obstoyatelstva-po-mneniyu-zayavitelya-obosnovanie-nachalnoi-maksimalnoi-tseny-k--2ca29d1d.xml","Решение ФАС России от 16.06.2026 N 005/06/105-804/2026 Обстоятельства: По мнению Заявителя, обоснование начальной (максимальной) цены контракта не соответствует законодательству о контрактной системе в сфере закупок, а именно: Заказчиком установлены требования к товару таким образом, что невозможно поставить ни один товар российского производства, что ограничивает количество участников закупки. Решение: Признать жалобу необоснованной.","court-or-authority-decision"
"Решение ФАС России от 16_06_2026 по делу N 050 06 105-20119.xml","reshenie-fas-rossii-ot-16-06-2026-po-delu-n-050-06-105-20119-2026-obstoyatelstva-po-mneniyu-zayavitelya-ego-prava-i-zakonnye-interesy-n--c0114127.xml","Решение ФАС России от 16.06.2026 по делу N 050/06/105-20119/2026 Обстоятельства: По мнению Заявителя, его права и законные интересы нарушены действиями Заказчика ненадлежащим образом установившего положения извещения о проведении Аукциона, а именно: ненадлежащим образом установлена дата окончания срока подачи заявок на участие в Аукционе; установлены требования об актировании, переписке, иных действий, связанных с исполнением контракта в сторонних программных продуктах, кроме Официального сайта; Заказчиком","court-or-authority-decision"
"Решение ФАС России от 17_06_2026 N 048 06 105-547 2026 Обсто.xml","reshenie-fas-rossii-ot-17-06-2026-n-048-06-105-547-2026-obstoyatelstva-v-antimonopolnyi-organ-postupilo-obrashchenie-s-zhaloboi-na-polo--8a9d6306.xml","Решение ФАС России от 17.06.2026 N 048/06/105-547/2026 Обстоятельства: В антимонопольный орган поступило обращение с жалобой на положения извещения о проведении открытого конкурса на оказание услуг. Заявитель указал на нарушения сроков подачи заявок, незаконное указание товарного знака единственного производителя, установление дополнительных характеристик товара, отсутствие технического задания, нарушение правил описания объекта закупки, отсутствие ограничений по постановлениям Правительства РФ, нарушения в","court-or-authority-decision"
"Решение ФАС России от 17_06_2026 по делу N 26 44 104 330 Об.xml","reshenie-fas-rossii-ot-17-06-2026-po-delu-n-26-44-104-330-ob-otkaze-vo-vklyuchenii-svedenii-v-reestr-nedobrosovestnykh-postavshchikov-p--21c1baef.xml","Решение ФАС России от 17.06.2026 по делу N 26/44/104/330 Об отказе во включении сведений в реестр недобросовестных поставщиков (подрядчиков, исполнителей).","court-or-authority-decision"
"Решение ФАС России от 19_06_2026 по делу N 28 06 105-2268 20.xml","reshenie-fas-rossii-ot-19-06-2026-po-delu-n-28-06-105-2268-2025-narushenie-p-3-ch-5-st-44-zakona-o-kontraktnoi-sisteme-reshenie-priznat--9f1b3f25.xml","Решение ФАС России от 19.06.2026 по делу N 28/06/105-2268/2025 Нарушение: п. 3 ч. 5 ст. 44 Закона о контрактной системе. Решение: Признать жалобу необоснованной; передать материалы дела должностному лицу для решения вопроса о возбуждении дела об административном правонарушении.","court-or-authority-decision"
"Решение ФАС России от 19_06_2026 по жалобе N 011 06 105-542.xml","reshenie-fas-rossii-ot-19-06-2026-po-zhalobe-n-011-06-105-542-2026-obstoyatelstva-v-antimonopolnyi-organ-postupilo-obrashchenie-s-zhalo--547d00b7.xml","Решение ФАС России от 19.06.2026 по жалобе N 011/06/105-542/2026 Обстоятельства: В антимонопольный орган поступило обращение с жалобой на действия Заказчика при осуществлении закупки. Заявитель считает, что заказчик выбрал неверный код каталога товаров, не установил ограничения по производству радиоэлектронной продукции, нарушил требования к техническим характеристикам оборудования и ограничил конкуренцию. Решение: Признать жалобу необоснованной.","court-or-authority-decision"
"Федеральный закон от 05_04_2013 N 44-ФЗ (ред_ от 28_12_2025).xml","federalnyi-zakon-ot-05-04-2013-n-44-fz-red-ot-28-12-2025-o-kontraktnoi-sisteme-v-sfere-zakupok-tovarov-rabot-uslug-dlya-obespecheniya-g--f9c8ca4c.xml","Федеральный закон от 05.04.2013 N 44-ФЗ (ред. от 28.12.2025) ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"" (с изм. и доп., вступ. в силу с 01.07.2026)","federal-law"
"Федеральный закон от 06_04_2011 N 63-ФЗ (ред_ от 31_07_2025).xml","federalnyi-zakon-ot-06-04-2011-n-63-fz-red-ot-31-07-2025-ob-elektronnoi-podpisi--6caf7614.xml","Федеральный закон от 06.04.2011 N 63-ФЗ (ред. от 31.07.2025) ""Об электронной подписи","federal-law"
"Федеральный закон от 06_12_2011 N 402-ФЗ (ред_ от 15_12_2025.xml","federalnyi-zakon-ot-06-12-2011-n-402-fz-red-ot-15-12-2025-o-bukhgalterskom-uchete--fcc0b660.xml","Федеральный закон от 06.12.2011 N 402-ФЗ (ред. от 15.12.2025) ""О бухгалтерском учете","federal-law"
"Федеральный закон от 12_04_2010 N 61-ФЗ (ред_ от 29_12_2025).xml","federalnyi-zakon-ot-12-04-2010-n-61-fz-red-ot-29-12-2025-ob-obrashchenii-lekarstvennykh-sredstv-s-izm-i-dop-vstup-v-silu-s-01-03-2026--5af26e08.xml","Федеральный закон от 12.04.2010 N 61-ФЗ (ред. от 29.12.2025) ""Об обращении лекарственных средств"" (с изм. и доп., вступ. в силу с 01.03.2026)","federal-law"
"Федеральный закон от 18_07_2011 N 223-ФЗ (ред_ от 08_08_2024.xml","federalnyi-zakon-ot-18-07-2011-n-223-fz-red-ot-08-08-2024-o-zakupkakh-tovarov-rabot-uslug-otdelnymi-vidami-yuridicheskikh-lits-s-izm-i--86e8fd8d.xml","Федеральный закон от 18.07.2011 N 223-ФЗ (ред. от 08.08.2024) ""О закупках товаров, работ, услуг отдельными видами юридических лиц"" (с изм. и доп., вступ. в силу с 01.01.2025)","federal-law"
"Федеральный закон от 22_12_2020 N 435-ФЗ (ред_ от 25_12_2023.xml","federalnyi-zakon-ot-22-12-2020-n-435-fz-red-ot-25-12-2023-o-publichno-pravovoi-kompanii-edinyi-zakazchik-v-sfere-stroitelstva-i-o-vnese--d71bf702.xml","Федеральный закон от 22.12.2020 N 435-ФЗ (ред. от 25.12.2023) ""О публично-правовой компании ""Единый заказчик в сфере строительства"" и о внесении изменений в отдельные законодательные акты Российской Федерации","federal-law"
"Федеральный закон от 25_12_2008 N 273-ФЗ (ред_ от 28_12_2025.xml","federalnyi-zakon-ot-25-12-2008-n-273-fz-red-ot-28-12-2025-o-protivodeistvii-korruptsii--da724f03.xml","Федеральный закон от 25.12.2008 N 273-ФЗ (ред. от 28.12.2025) ""О противодействии коррупции","federal-law"
